name,unified_sutra_code,sutra_code,sutra_name,due_reel_count,existed_reel_count,start_volume,end_volume,remark
GL1206,UN0353,GL1206,佛說護國尊者所問大乘經,4,4,,,
GL1207,UN1209,GL1207,佛說金剛香菩薩大明成就儀軌經,3,3,,,
GL1208,UN1255,GL1208,佛說妙吉祥最勝根本大敎經,3,3,,,
GL1209,UN1313,GL1209,金剛薩埵說頻那夜迦天成就儀軌經,4,4,,,
GL1210,UN0909,GL1210,佛說幻化綱大瑜伽敎十忿怒明王大明觀想儀軌經,1,1,,,
GL1211,UN0644,GL1211,佛說妙吉祥菩薩所問大乘法螺經,1,1,,,
GL1212,UN0617,GL1212,佛說八大菩薩經,1,1,,,
GL1213,UN1208,GL1213,佛說持明藏瑜伽大敎尊那菩薩大明成就儀軌經,4,4,,,
GL1214,UN1283,GL1214,佛說妙吉祥瑜伽大敎金剛陪囉嚩輪觀想成就儀軌經,1,1,,,
GL1215,UN12061,GL1215,佛說大乘八大曼拏羅經,1,1,,,
GL1216,UN1378,GL1216,囉嚩拏說救療小兒疾病經,1,1,,,
GL1217,UN0321,GL1217,佛說較量一切佛刹功德經,1,1,,,
GL1218,UN1353,GL1218,難儞計濕嚩囉天說支輪經,1,1,,,
GL1219,UN1761,GL1219,迦葉仙人說醫女人經,1,1,,,
GL1220,UN0908,GL1220,佛說瑜伽大敎王經,5,5,,,
GL1221,UN0956,GL1221,佛說大乘觀想曼拏羅淨諸惡趣經,2,2,,,
GL1222,UN1073,GL1222,佛說一切佛攝相應大敎王經聖觀自在菩薩念誦儀軌,1,1,,,
GL1223,UN1164,GL1223,聖金剛手菩薩一百八名梵讚,1,1,,,
GL1224,UN1431,GL1224,佛說俱枳羅陀羅尼經,1,1,,,
GL1225,UN1748,GL1225,佛三身讚,1,1,,,
GL1226,UN1236,GL1226,曼殊室利菩薩吉祥伽陀,1,1,,,
GL1227,UN0658,GL1227,寶授菩薩菩堤行經,1,1,,,
GL1228,UN1755,GL1228,佛說八大靈塔名號經,1,1,,,
GL1229,UN0145,GL1229,佛說阿羅漢具德經,1,1,,,
GL1230,UN1227,GL1230,佛說妙吉祥菩薩陀羅尼,1,1,,,
GL1231,UN0160,GL1231,佛說尊那經,1,1,,,
GL1232,UN1434,GL1232,佛說無畏陀羅尼經,1,1,,,
GL1233,UN1426,GL1233,佛說大愛陀羅尼經,1,1,,,
GL1234,UN0011,GL1234,大正句王經,2,2,,,
GL1235,UN1137,GL1235,佛說聖多羅菩薩經,1,1,,,
GL1236,UN1172,GL1236,佛說延壽妙門陀羅尼經,1,1,,,
GL1237,UN1413,GL1237,佛說秘密八名陀羅尼經,1,1,,,
GL1238,UN1427,GL1238,佛說大吉祥陀羅尼經,1,1,,,
GL1239,UN1150,GL1239,佛說觀自在菩薩母陀羅尼經,1,1,,,
GL1240,UN0136,GL1240,佛說戒香經,1,1,,,
GL1241,UN1451,GL1241,佛說息除賊難陁羅尼經 ,1,1,,,
GL1242,UN1395,GL1242,佛說一切如來名號陀羅尼經,1,1,,,
GL1243,UN0043,GL1243,佛說頻婆娑羅王經,1,1,,,
GL1244,UN0127,GL1244,佛說信解知力經,1,1,,,
GL1245,UN0117,GL1245,佛說舊城喩經,1,1,,,
GL1246,UN1371,GL1246,佛說善樂長者經,1,1,,,
GL1247,UN0009,GL1247,佛說人仙經,1,1,,,
GL1248,UN0020,GL1248,佛說信佛功德經,1,1,,,
GL1249,UN0808,GL1249,佛說法身經,1,1,,,
GL1250,UN0574,GL1250,佛說決定義經,1,1,,,
GL1251,UN1329,GL1251,佛說最上秘密那拏天經,3,3,,,
GL1252,UN0017,GL1252,佛說帝釋所問經,1,1,,,
GL1253,UN0064,GL1253,佛說解夏經,1,1,,,
GL1254,UN0089,GL1254,佛說四品法門經,1,1,,,
GL1255,UN0071,GL1255,佛說護國經,1,1,,,
GL1256,UN0270,GL1256,佛說最上根本大樂金剛不空三昧大敎王經,7,7,,,
GL1257,UN3947,GL1257,新集藏經音義隨函錄,30,30,,,
GL1258,UN3914,GL1258,禦製蓮華心輪廻文偈頌,25,25,,,
GL1259,UN3911,GL1259,禦製秘藏詮,30,30,,,
GL1260,UN3915,GL1260,禦製逍遙詠,11,11,,,
GL1261,UN3916,GL1261,禦製緣識,5,5,,,
GL1262,UN0324,GL1262,大方廣佛華嚴經,40,40,,,
GL1263,UN2009,GL1263,新華嚴經論,40,40,,,
GL1264,UN1270,GL1264,穢跡金剛禁百變法經,1,1,,,
GL1265,UN1269,GL1265,穢跡金剛說神通大滿陀羅尼法術靈要門,1,1,,,
GL1266,UN1268,GL1266,大威力烏樞瑟摩明王經,3,3,,,
GL1267,UN0279,GL1267,普遍智藏般若波羅蜜多心經,1,1,,,
GL1268,UN0894,GL1268,金剛頂經瑜伽修習毗盧遮那三摩地法,1,1,,,
GL1269,UN10841,GL1269,千手千眼觀世音菩薩大身呪本,1,1,,,
GL1270,UN1083,GL1270,千手千眼觀自在菩薩廣大圓滿無礙大悲心陀羅尼呪本,1,1,,,
GL1271,UN1242,GL1271,不動使者陀羅尼秘密法,1,1,,,
GL1272,UN12151,GL1272,大乘瑜伽金剛性海曼殊室利千臂千鉢大敎王經,10,10,,,
GL1273,UN0822,GL1273,金剛頂瑜伽念珠經,1,1,,,
GL1274,UN0883,GL1274,金剛頂一切如來眞實攝大乘現證大敎王經,3,3,,,
GL1275,UN0269,GL1275,大樂金剛不空眞實三摩耶經,1,1,,,
GL1276,UN1134,GL1276,佛說大方廣曼殊室利經,1,1,,,
GL1277,UN0970,GL1277,一字奇特佛頂經,3,3,,,
GL1278,UN1055,GL1278,金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王經,1,1,,,
GL1279,UN1039,GL1279,出生無邊門陀羅尼經,1,1,,,
GL1280,UN12101,GL1280,金剛頂經瑜伽文殊師利菩薩法,1,1,,,
GL1281,UN1061,GL1281,阿唎多羅陀羅尼阿嚕力經,1,1,,,
GL1282,UN0328,GL1282,普賢菩薩行願讚,1,1,,,
GL1283,UN0454,GL1283,百千頌大集經地藏菩薩請問法身讚,1,1,,,
GL1284,UN1294,GL1284,大吉祥天女十二契一百八名無垢大乘經,1,1,,,
GL1285,UN12401,GL1285,底哩三昧耶不動尊威怒王使者念誦法,1,1,,,
GL1286,UN1095,GL1286,十一面觀自在菩薩心密言儀軌經,3,3,,,
GL1287,UN10441,GL1287,一切如來心秘密全身舍利寶篋印陀羅尼經,1,1,,,
GL1288,UN12931,GL1288,佛說大吉祥天女十二名號經,1,1,,,
GL1289,UN0887,GL1289,金剛頂經瑜伽十八會指歸,1,1,,,
GL1290,UN0967,GL1290,菩提場所說一字頂輪王經,5,5,,,
GL1291,UN0888,GL1291,略述金剛頂瑜伽分別聖位修證法門,1,1,,,
GL1292,UN1170,GL1292,佛說一切如來金剛壽命陀羅尼經,1,1,,,
GL1293,UN1004,GL1293,佛母大孔雀明王經,3,3,,,
GL1294,UN1014,GL1294,大雲輪請雨經,2,2,,,
GL1295,UN1201,GL1295,佛說雨寶陀羅尼經,1,1,,,
GL1296,UN13052,GL1296,觀自在菩薩化身蘘麌哩曳童女銷伏毒害陀羅尼經,1,1,,,
GL1297,UN0800,GL1297,慈氏菩薩所說大乘緣生稻簳喩經,1,1,,,
GL1298,UN10291,GL1298,大寶廣博樓閣善住秘密陀羅尼經,3,3,,,
GL1299,UN1030,GL1299,菩提場莊嚴陀羅尼經,1,1,,,
GL1300,UN1370,GL1300,除一切疾病陀羅尼經,1,1,,,
GL1301,UN1372,GL1301,能淨一切眼疾病陀羅尼經,1,1,,,
GL1302,UN1354,GL1302,佛說救拔焰口餓鬼陀羅尼經,1,1,,,
GL1303,UN0358,GL1303,佛說三十五佛名禮讖文,1,1,,,
GL1304,UN1207,GL1304,八大菩薩曼茶羅經,1,1,,,
GL1305,UN1133,GL1305,葉衣觀自在菩薩經,1,1,,,
GL1306,UN1302,GL1306,訶利帝母眞言經,1,1,,,
GL1307,UN1285,GL1307,毗沙門天王經,1,1,,,
GL1308,UN1059,GL1308,觀自在菩薩說普賢陀羅尼經,1,1,,,
GL1309,,GL1309,文殊問經字母品第十四,1,1,,,
GL1310,UN0891,GL1310,金剛頂蓮華部心念誦儀軌,1,1,,,
GL1311,UN1078,GL1311,金剛頂瑜伽千手千眼觀自在菩薩修行儀軌經,2,2,,,
GL1312,UN0947,GL1312,無量壽如來觀行供養儀軌,1,1,,,
GL1313,UN0938,GL1313,阿閦如來念誦供養法,1,1,,,
GL1314,UN0988,GL1314,佛頂尊勝陀羅尼念誦儀軌法,1,1,,,
GL1315,UN1156,GL1315,金剛頂勝初瑜伽普賢菩薩念誦法,1,1,,,
GL1316,UN1165,GL1316,金剛王菩薩秘密念誦儀軌,1,1,,,
GL1317,UN1157,GL1317,普賢金剛薩埵略瑜伽念誦儀軌,1,1,,,
GL1318,UN1158,GL1318,金剛頂瑜伽金剛薩埵五秘密修行念誦儀軌,1,1,,,
GL1319,UN1166,GL1319,金剛壽命陀羅尼念誦法,1,1,,,
GL1320,UN0972,GL1320,一字頂輪王瑜伽觀行儀軌,1,1,,,
GL1321,UN09711,GL1321,一字頂輪王念誦儀軌,1,1,,,
GL1322,UN1017,GL1322,仁王般若念誦法,1,1,,,
GL1323,UN11171,GL1323,觀自在菩薩如意輪念誦儀軌,1,1,,,
GL1324,UN1181,GL1324,大虛空藏菩薩念誦法,1,1,,,
GL1325,UN1054,GL1325,瑜伽蓮華部念誦法,1,1,,,
GL1326,UN1251,GL1326,甘露軍茶利菩薩供養念誦成就儀軌,1,1,,,
GL1327,UN1053,GL1327,聖觀自在菩薩心眞言瑜伽觀行儀軌,1,1,,,
GL1328,UN1135,GL1328,金剛頂經多羅菩薩念誦法,1,1,,,
GL1329,UN1041,GL1329,大方廣佛華嚴經入法界品四十二字觀門,1,1,,,
GL1330,UN1235,GL1330,大聖文殊師利菩薩讚佛法身禮,1,1,,,
GL1331,UN0932,GL1331,受菩提心戒儀,1,1,,,
GL1332,UN0896,GL1332,金剛頂經金剛界大道場毗盧遮那如來自受用身內證智眷屬法身異名佛最上乘秘密三摩地禮懺文,1,1,,,
GL1333,UN1025,GL1333,大樂金剛不空眞實三昧耶經般若波羅蜜多理趣釋,2,2,,,
GL1334,UN1026,GL1334,般若波羅蜜多理趣經大樂不空三昧眞實金剛薩埵菩薩等一十七聖大曼茶羅義述,1,1,,,
GL1335,UN09261,GL1335,金剛頂瑜伽護摩儀軌,1,1,,,
GL1336,UN09212,GL1336,都部陀羅尼目,1,1,,,
GL1337,UN1712,GL1337,大乘緣生論,1,1,,,
GL1338,UN1103,GL1338,七俱胝佛母所說准提陀羅尼經,1,1,,,
GL1339,UN0444,GL1339,大集大虛空藏菩薩所問經,8,8,,,
GL1340,UN0272,GL1340,仁王護國般若波羅蜜多經,2,2,,,
GL1341,UN0351,GL1341,大聖文殊師利菩薩佛刹功德莊嚴經,3,3,,,
GL1342,UN1016,GL1342,仁王護國般若波羅蜜多經陀羅尼念誦儀軌,1,1,,,
GL1343,UN1022,GL1343,成就妙法蓮華經王瑜伽觀智儀軌,1,1,,,
GL1344,UN0776,GL1344,大乘密嚴經,3,3,,,
GL1345,UN1213,GL1345,五字陀羅尼經,1,1,,,
GL1346,UN11531,GL1346,金剛頂勝初瑜伽經中略出大樂金剛薩埵念誦義,1,1,,,
GL1347,UN1152,GL1347,大樂金剛薩埵修行成就儀軌,1,1,,,
GL1348,UN1301,GL1348,大樂叉女歡喜母幷愛子成就法,1,1,,,
GL1349,UN1191,GL1349,普遍光明淸淨熾盛如意寶印心無能勝大明王大隨求陀羅尼經,2,2,,,
GL1350,UN1211,GL1350,金剛頂超勝三界經說文殊五字眞言勝相,1,1,,,
GL1351,UN12541,GL1351,聖閻曼德迦威怒王立成大神驗念誦法,1,1,,,
GL1352,UN1317,GL1352,文殊師利菩薩根本大敎王經金翅鳥王品,1,1,,,
GL1353,UN1130,GL1353,不空羂索毘盧遮那佛大灌頂光眞言,1,1,,,
GL1354,UN12961,GL1354,佛說摩利支天菩薩陁羅尼經,1,1,,,
GL1355,UN12631,GL1355,聖迦抳忿怒金剛童子菩薩成就儀軌經,3,3,,,
GL1356,UN1266,GL1356,大威怒烏篘澁麽儀軌經,1,1,,,
GL1357,UN0671,GL1357,佛爲優塡王說法政論經,1,1,,,
GL1358,UN0973,GL1358,金剛頂經一字頂輪王瑜伽一切時處念誦成佛儀軌,1,1,,,
GL1359,UN0761,GL1359,大方廣如來藏經,1,1,,,
GL1360,UN1143,GL1360,佛說一髻尊陀羅尼經,1,1,,,
GL1361,UN1318,GL1361,速疾立驗魔醯首羅天說阿尾奢法,1,1,,,
GL1362,UN0874,GL1362,大日經略攝念誦隨行法,1,1,,,
GL1363,UN12102,GL1363,金剛頂經瑜伽文殊師利菩薩供養儀軌,1,1,,,
GL1364,UN0873,GL1364,大毗盧遮那成佛神變加持經略示七支念誦隨行法,1,1,,,
GL1365,UN1214,GL1365,曼殊室利童子菩薩五字瑜伽法,1,1,,,
GL1366,UN1062,GL1366,金剛頂降三世大儀軌法王敎中觀自在菩薩心眞言一切如來蓮華大曼拏攞品,1,1,,,
GL1367,UN1340,GL1367,文殊師利菩薩及諸仙所說吉凶時日善惡宿曜經,2,2,,,
GL1368,UN0949,GL1368,金剛頂經觀自在王如來修行法,1,1,,,
GL1369,UN1735,GL1369,金剛頂瑜伽中發阿耨多羅三藐三菩提心論,1,1,,,
GL1370,UN0898,GL1370,瑜伽金剛頂經釋字母品,1,1,,,
GL1371,UN1189,GL1371,修習般若波羅蜜菩薩觀行念誦儀軌,1,1,,,
GL1372,UN0965,GL1372,金輪王佛頂要略念誦法,1,1,,,
GL1373,UN1018,GL1373,仁王般若陀羅尼釋,1,1,,,
GL1374,UN1051,GL1374,觀自在大悲成就瑜伽蓮華部念誦法門,1,1,,,
GL1375,UN10101,GL1375,佛說大孔雀明王畵像壇場儀軌,1,1,,,
GL1376,UN1239,GL1376,金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品,1,1,,,
GL1377,UN1295,GL1377,末利支提婆華鬘經,1,1,,,
GL1378,UN1307,GL1378,大聖天歡喜雙身毗那夜迦法,1,1,,,
GL1379,UN1118,GL1379,觀自在菩薩如意輪瑜伽,1,1,,,
GL1380,UN1249,GL1380,金剛頂瑜伽降三世成就極深密門,1,1,,,
GL1381,UN0291,GL1381,大乘理趣六波羅蜜多經,10,10,,,
GL1382,UN0685,GL1382,大花嚴長者問佛那羅延力經,1,1,,,
GL1383,UN0280,GL1383,般若波羅蜜多心經,1,1,,,
GL1384,UN1019,GL1384,守護國界主陀羅尼經,10,10,,,
GL1385,UN0219,GL1385,大乘本生心地觀經,8,8,,,
GL1386,UN0125,GL1386,佛說十力經,1,1,,,
GL1387,UN1020,GL1387,佛說廻向輪經,1,1,,,
GL1388,UN0318,GL1388,佛說十地經,9,9,,,
GL1389,UN1509,GL1389,根本說一切有部毗奈耶藥事,18,18,,,
GL1390,UN1511,GL1390,根本說一切有部毗奈耶破僧事,20,20,,,
GL1391,UN1505,GL1391,根本說一切有部毗奈耶出家事,4,4,,,
GL1392,UN1506,GL1392,根本說一切有部毗奈耶安居事,1,1,,,
GL1393,UN1507,GL1393,根本說一切有部毗奈耶隨意事,1,1,,,
GL1394,UN1508,GL1394,根本說一切有部毗奈耶皮革事,2,2,,,
GL1395,UN1510,GL1395,根本說一切有部毗奈耶羯恥那衣事,1,1,,,
GL1396,UN1739,GL1396,大宗地玄文本論,20,20,,,
GL1397,UN1738,GL1397,釋摩訶衍論,10,10,,,
GL1398,UN3969,GL1398,大唐貞元續開元釋敎錄,3,3,,,
GL1399,UN3971,GL1399,大唐保大乙巳歲續貞元釋敎錄,1,1,,,
GL1400,UN3637,GL1400,唐護法沙門法琳別傳,3,3,,,
GL1401,UN3970,GL1401,貞元新定釋敎目錄,30,30,,,
GL1402,UN4011,GL1402,高麗國新雕大藏校正別錄,30,30,,,
GL1403,UN0410,GL1403,大般涅槃經,36,36,,,
GL1404,UN0611,GL1404,佛說佛名經,30,30,,,
GL1405,UN4009,GL1405,大藏目錄,3,3,,,
GL1406,UN3888,GL1406,法苑珠林,100,100,,,
GL1407,UN0109,GL1407,佛說法印經,1,1,,,
GL1408,UN0727,GL1408,佛說未曾有正法經,6,6,,,
GL1409,UN0165,GL1409,佛說分別緣生經,1,1,,,
GL1410,UN0016,GL1410,佛說大生義經,1,1,,,
GL1411,UN0088,GL1411,佛說分別佈施經,1,1,,,
GL1412,UN0464,GL1412,佛說大集會正法經,5,5,,,
GL1413,UN0030,GL1413,佛說園生樹經,1,1,,,
GL1414,UN1075,GL1414,聖觀自在菩薩功德讚,1,1,,,
GL1415,UN0273,GL1415,佛說了義般若波羅蜜多經,1,1,,,
GL1416,UN0957,GL1416,佛說帝釋巖秘密成就儀軌,1,1,,,
GL1417,UN0666,GL1417,佛說勝軍王所問經,1,1,,,
GL1418,UN0903,GL1418,佛說一切如來金剛三業最上秘密大敎王經,7,7,,,
GL1419,UN1228,GL1419,佛說最勝妙吉祥根本智最上秘密一切名義三摩地分,2,2,,,
GL1420,UN1717,GL1420,諸敎決定名義論,1,1,,,
GL1421,UN0860,GL1421,佛說大方廣未曾有經善巧方便品,1,1,,,
GL1422,UN0040,GL1422,佛說輪王七寶經,1,1,,,
GL1423,UN0254,GL1423,佛說佛母出生三法藏般若波羅蜜多經,25,25,,,
GL1424,UN0376,GL1424,佛說大方廣善巧方便經,4,4,,,
GL1425,UN0859,GL1425,佛說大乘不思議神通境界經,3,3,,,
GL1426,UN0853,GL1426,佛說發菩提心破諸魔經,2,2,,,
GL1427,UN0283,GL1427,佛說聖佛母般若波羅蜜多經,1,1,,,
GL1428,UN0153,GL1428,佛說給孤長者女得度因緣經,3,3,,,
GL1429,UN0013,GL1429,佛說大集法門經,2,2,,,
GL1430,UN1728,GL1430,集諸法寶最上義論,2,2,,,
GL1431,UN0085,GL1431,佛說淨意優婆塞所問經,1,1,,,
GL1432,UN1731,GL1432,菩提心離相論,1,1,,,
GL1433,UN1644,GL1433,大乘破有論,1,1,,,
GL1434,UN0905,GL1434,佛說無二平等最上瑜伽大敎王經,6,6,,,
GL1435,UN1727,GL1435,集大乘相論,2,2,,,
GL1436,UN1190,GL1436,佛說佛母般若波羅蜜多大明觀相儀軌,1,1,,,
GL1437,UN0500,GL1437,佛說光明童子因緣經,4,4,,,
GL1438,UN0754,GL1438,佛說入無分別法門經,1,1,,,
GL1439,UN1424,GL1439,佛說寶帶陀羅尼經,1,1,,,
GL1440,UN1460,GL1440,佛說金身陀羅尼經,1,1,,,
GL1441,UN1645,GL1441,六十頌如理論,1,1,,,
GL1442,UN0904,GL1442,佛說金剛場莊嚴般若波羅蜜多敎中一分,1,1,,,
GL1443,UN1751,GL1443,佛吉祥德讚,3,3,,,
GL1444,UN0090,GL1444,佛說息諍因緣經,1,1,,,
GL1445,UN1646,GL1445,大乘二十頌論,1,1,,,
GL1446,UN0123,GL1446,佛說醫喩經,1,1,,,
GL1447,UN0142,GL1447,佛說月喩經,1,1,,,
GL1448,UN0474,GL1448,佛說初分說經,2,2,,,
GL1449,UN1734,GL1449,廣釋菩提心論,4,4,,,
GL1450,UN0405,GL1450,佛說如幻三摩地無量印法門經,3,3,,,
GL1451,UN0140,GL1451,佛說蟻喩經,1,1,,,
GL1452,UN0906,GL1452,一切秘密最上名義大敎王儀軌,2,2,,,
GL1453,UN0008,GL1453,佛說大堅固波羅門緣起經,2,2,,,
GL1454,UN0901,GL1454,佛說秘密三昧大敎王經,4,4,,,
GL1455,UN0275,GL1455,聖八千頌般若波羅蜜多一百八名眞實圓義陀羅尼經,1,1,,,
GL1456,UN1129,GL1456,佛說聖觀自在菩薩不空王秘密心陀羅尼經,1,1,,,
GL1457,UN1420,GL1457,佛說施一切無畏陀羅尼經,1,1,,,
GL1458,,GL1458,佛母般若波羅蜜多圓集要義論,1,1,,,
GL1459,UN1584,GL1459,佛母般若波羅蜜多圓集要義釋論,4,4,,,
GL1460,UN0211,GL1460,佛說灌頂王喩經,1,1,,,
GL1461,UN1746,GL1461,廣大發願頌,1,1,,,
GL1462,UN0902,GL1462,佛說秘密相經,3,3,,,
GL1463,UN0012,GL1463,佛說尼拘陀梵志經,2,2,,,
GL1464,UN0010,GL1464,佛說白衣金幢二婆羅門緣起經,3,3,,,
GL1465,UN0758,GL1465,金光明經,4,4,,,
GL1466,UN0900,GL1466,佛說一切如來眞實攝大乘現證三昧大敎王經,30,30,,,
GL1467,UN0233,GL1467,佛說福力太子因緣經,4,4,,,
GL1468,UN0363,GL1468,佛說無畏授所問大乘經,3,3,,,
GL1469,UN0225,GL1469,佛說頂生王因緣經,6,6,,,
GL1470,UN0120,GL1470,佛說勝義空經,1,1,,,
GL1471,UN0150,GL1471,佛說五大施經,1,1,,,
GL1472,UN0110,GL1472,佛說隨勇尊者經,1,1,,,
GL1473,UN0126,GL1473,佛說佛十力經,1,1,,,
GL1474,UN0128,GL1474,佛說清淨心經,1,1,,,
GL1475,UN1725,GL1475,大乘寶要義論,10,10,,,
GL1476,UN0662,GL1476,佛說除蓋障菩薩所問經,20,20,,,
GL1477,UN0570,GL1477,佛說身毛喜豎經,3,3,,,
GL1478,UN1583,GL1478,聖佛母般若波羅蜜多九頌精義論,2,2,,,
GL1479,UN0603,GL1479,佛說大乘大方廣佛冠經,2,2,,,
GL1480,UN1565,GL1480,佛說八種長養功德經,1,1,,,
GL1481,UN0442,GL1481,佛說海意菩薩所問淨印法門經,18,18,,,
GL1482,UN1637,GL1482,大乘中觀釋論,18,18,,,
GL1483,UN0501,GL1483,金色童子因緣經,12,12,,,
GL1484,UN1607,GL1484,施設論,7,7,,,
GL1485,UN0290,GL1485,佛說開覺自性般若波羅蜜多經,4,4,,,
GL1486,UN0344,GL1486,佛說如來不思議秘密大乘經,20,20,,,
GL1487,UN0348,GL1487,佛說大乘菩薩藏正法經,40,40,,,
GL1488,UN1726,GL1488,大乘集菩薩學論,25,25,,,
GL1489,UN0387,GL1489,佛說大乘入諸佛境界智光明莊嚴經,5,5,,,
GL1490,UN0546,GL1490,六趣輪廻經,1,1,,,
GL1491,UN0547,GL1491,十不善業道經,1,1,,,
GL1492,UN1702,GL1492,尼乾子問無我義經,1,1,,,
GL1493,UN1757,GL1493,事師法五十頌,1,1,,,
GL1494,UN0548,GL1494,諸法集要經,10,10,,,
GL1495,UN1741,GL1495,福蓋正行所集經,12,12,,,
GL1496,UN0352,GL1496,父子合集經,20,20,,,
GL1497,UN3946,GL1497,續一切經音義,10,10,,,
GL1498,UN3945,GL1498,一切經音義,100,100,,,
GL1499,UN3008,GL1499,宗鏡錄,100,100,,,
GL1500,UN3564,GL1500,南明泉和尙頌證道歌事實,3,3,,,
GL1501,UN1987,GL1501,金剛三昧經論,3,3,,,
GL1502,UN2622,GL1502,法界圖記叢髓錄,2,2,,,
GL1503,UN3701,GL1503,祖堂集,20,20,,,
GL1504,UN3981,GL1504,大藏一覽集,10,10,,,
GL1505,UN3549,GL1505,禪門拈頌集,30,30,,,
GL1506,UN1993,GL1506,大方廣佛華嚴經搜玄分齊通智方軌,5,5,,,
GL1507,UN2650,GL1507,十句章圓通記,2,2,,,
GL1508,UN2651,GL1508,釋華嚴旨歸章圓通鈔,2,2,,,
GL1509,UN2652,GL1509,華嚴經三寶章圓通記,2,2,,,
GL1510,UN2653,GL1510,釋華嚴敎分記圓通鈔,10,10,,,
GL1511,UN3846,GL1511,禮念彌陀道場懺法,10,10,,,
GL1512,UN2703,GL1512,慈悲道場懺法,10,10,,,
GL1513,UN1995,GL1513,華嚴經探玄記,20,20,,,
GL1514,UN40101,GL1514,補遺目錄,1,1,,,
